transaction_reference,authorization_number,primary_account_number,card_bin_number,card_suffix,card_expiry_date,card_product_type,account_type,transaction_date,transaction_time,local_date,local_time,transaction_amount_inr,transaction_currency_code,settlement_amount,settlement_currency,transaction_code,transaction_description,merchant_identifier,merchant_business_name,mcc_code,merchant_location_city,merchant_location_state,merchant_country_code,merchant_postal_code,merchant_phone,terminal_identifier,pos_entry_capability,pos_cardholder_presence,card_present_indicator,authorization_response_code,response_code,response_description,approval_date,address_verification_result,cvv_verification_result,cvv_presence_indicator,acquiring_institution_id,acquiring_bin,issuing_bin,visa_network_reference,interchange_reimbursement_fee,service_charge,network_processing_fee,gst_amount,retrieval_reference_number,system_trace_audit_number,batch_identifier,settlement_date,fraud_detection_score,risk_assessment,secure_3d_auth_status,secure_3d_eci,bank_name,data_source,record_created_timestamp
SBI000000004203,AUTH0004203,453233******3029,453233,3029,3006,VISA,CREDIT,20251226,231057,20251226,231057,3874.39,356,,,010000,ONLINE PAYMENT,SBI361616,"Buch, Tiwari and Atwal",5812,Lucknow,Uttarakhand,IND,232989,02022305975,TERM933244,90,0,1,A73368,05,Do not honor,20251226,Y,N,1,SBI00001,453234,453233,VISA1323603234,36.08,16.89,13.34,17.95,RRN0000004203,004203,BATCH63173,20251227,742.0,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.493879
SBI000000007227,AUTH0007227,453233******8731,453233,8731,2609,VISA,CURRENT,20251206,231057,20251206,231057,6779.01,356,,,010000,ONLINE PAYMENT,SBI426282,Vala LLC,5912,Jaipur,Punjab,IND,265394,+914062094341,TERM889630,05,2,0,A02301,61,Approved,20251206,P,N,1,SBI00001,453232,453233,VISA2937610719,61.59,23.09,4.66,10.13,RRN0000007227,007227,BATCH12145,20251207,,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.839018
SBI000000004517,AUTH0004517,453231******8399,453231,8399,2702,VISA,CREDIT,20251214,231057,20251214,231057,3964.4,356,,,200000,REFUND,SBI176655,Bhalla-Bhalla,5912,Pune,,IND,946663,,TERM681594,02,1,1,,14,Insufficient funds,20251214,A,M,0,SBI00001,453231,453231,VISA7786379455,94.26,,7.41,13.3,RRN0000004517,004517,BATCH12787,20251215,712.0,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.531592
SBI000000006430,AUTH0006430,453233******7209,453233,7209,2710,VISA,SAVINGS,20260104,231057,20260104,231057,3446.45,356,,,000000,REFUND,SBI447815,Das PLC,5541,Mumbai,Tamil Nadu,IND,116157,,TERM840604,90,2,0,A58521,61,Insufficient funds,20260104,S,S,0,SBI00001,453233,453233,VISA2044756417,61.77,48.13,5.87,16.4,RRN0000006430,006430,BATCH90424,20260105,,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.752056
SBI000000005704,AUTH0005704,453234******2650,453234,2650,2808,VISA,CURRENT,20260104,231057,20260104,231057,3937.13,356,,,010000,ATM WITHDRAWAL,SBI293809,"Handa, Sami and Pau",5812,Hyderabad,Assam,IND,648568,06905918376,TERM759244,90,2,1,A53979,00,Approved,20260104,U,M,0,SBI00001,453231,453234,VISA2297421217,50.78,,13.73,,RRN0000005704,005704,BATCH27914,20260106,949.0,LOW,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.669524
SBI000000006346,AUTH0006346,453233******5938,453233,5938,2809,VISA,CREDIT,20251220,231057,20251220,231057,1879.85,356,,,200000,POS PURCHASE,SBI526444,Patil-Sathe,5691,Bangalore,Jharkhand,IND,602749,,TERM825533,02,0,0,A90857,14,Approved,20251220,A,P,1,SBI00001,453234,453233,VISA8188275424,41.0,,,26.17,RRN0000006346,006346,BATCH22896,20251221,,LOW,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000005342,AUTH0005342,453234******1718,453234,1718,2610,VISA,CREDIT,2026-01-02,231057,20260102,231057,-1642.69,356,,,200000,ONLINE PAYMENT,SBI211464,"Ben, Sani and Kumer",5541,Delhi,,IND,845219,,TERM635043,02,2,0,A61469,00,Do not honor,20260102,P,U,0,SBI00001,453232,453234,VISA3226152033,66.77,7.31,4.07,29.09,RRN0000005342,005342,BATCH72685,20260103,161.0,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.625679
SBI000000005767,AUTH0005767,453234******9304,453234,9304,2802,VISA,CREDIT,20251226,231057,20251226,231057,3419.79,356,,,010000,REFUND,SBI431873,"Bhavsar, Balay and Uppal",5912,Bangalore,Assam,IND,,,TERM858818,02,2,1,,91,Do not honor,20251226,U,S,1,SBI00001,453233,453234,VISA8755756118,53.17,,,16.02,RRN0000005767,005767,BATCH53033,20251228,878.0,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.678132
SBI000000004997,AUTH0004997,453234******8172,453234,8172,3008,VISA,SAVINGS,20251215,231057,20251215,231057,8320.21,356,,,000000,REFUND,SBI319064,Balakrishnan Group,5814,Delhi,Uttar Pradesh,IND,117240,9255830035,TERM488772,02,0,1,A80875,14,Do not honor,20251215,P,M,0,SBI00001,453233,453234,VISA1479394455,17.32,33.43,3.95,,RRN0000004997,004997,BATCH64384,20251217,,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.588375
SBI000000006657,AUTH0006657,453234******5529,453234,5529,2904,VISA,CURRENT,20251227,231057,20251227,231057,-1356.04,356,,,200000,POS PURCHASE,SBI852422,"Vala, Basu and Mandal",5812,Delhi,West Bengal,IND,643734,,TERM172165,05,1,0,A38100,91,Do not honor,20251227,U,S,1,SBI00001,453231,453234,VISA2174411489,56.04,16.15,,12.52,RRN0000006657,006657,BATCH90223,20251228,,,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.775811
SBI000000006113,AUTH0006113,453231******4320,453231,4320,3009,VISA,CREDIT,20251207,231057,20251207,231057,4679.05,356,,,010000,ONLINE PAYMENT,SBI904181,Swamy and Sons,,Hyderabad,Telangana,IND,514038,9382121015,TERM332365,81,1,0,A10609,51,Insufficient funds,20251207,S,M,0,SBI00001,453233,453231,VISA8494004976,,22.12,11.42,8.83,RRN0000006113,006113,BATCH14506,20251208,,HIGH,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.717203
SBI000000005251,AUTH0005251,453231******8595,453231,8595,2903,VISA,SAVINGS,2025-12-19,231057,20251219,231057,5173.23,356,,,000000,ONLINE PAYMENT,SBI516424,Kala PLC,5661,Bangalore,Andhra Pradesh,IND,172286,,TERM177835,05,2,0,A10701,05,Do not honor,20251219,S,N,1,SBI00001,453231,453231,VISA6830367599,39.99,,3.43,10.02,RRN0000005251,005251,BATCH65880,20251220,,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.615657
SBI000000006733,AUTH0006733,453231******5578,453231,5578,2604,VISA,SAVINGS,20251219,231057,20251219,231057,6671.06,356,,,200000,ONLINE PAYMENT,SBI665958,Balakrishnan-Savant,5999,Pune,West Bengal,IND,,,TERM263722,02,1,1,A18148,61,Do not honor,20251219,A,S,0,SBI00001,453231,453231,VISA2935483311,52.79,28.09,14.93,27.7,RRN0000006733,006733,BATCH49769,20251220,582.0,HIGH,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.784639
SBI000000004777,AUTH0004777,453233******3451,453233,3451,3005,VISA,SAVINGS,20251213,231057,20251213,231057,8085.49,356,,,010000,POS PURCHASE,SBI821977,Chahal-Seth,4121,Ahmedabad,Arunachal Pradesh,IND,400352,6491445337,TERM477309,81,0,0,A52015,61,Approved,20251213,U,M,0,SBI00001,453234,453233,VISA9720559095,50.51,43.8,18.67,8.68,RRN0000004777,004777,BATCH99485,20251215,,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.559910
SBI000000004274,AUTH0004274,197045******5871,197045,5871,2708,VISA,SAVINGS,2025-12-30,231057,20251230,231057,5278.9,356,,,010000,POS PURCHASE,SBI506078,Mander PLC,5812,Delhi,,IND,562455,,TERM317541,05,0,1,,00,Do not honor,20251230,U,M,0,SBI00001,453231,197045,VISA8125689974,23.79,19.5,9.6,18.57,RRN0000004274,004274,BATCH58671,20251231,135.0,,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.503665
SBI000000004810,AUTH0004810,453233******5545,453233,5545,2607,VISA,CURRENT,20251212,231057,20251212,231057,5301.89,356,,,200000,REFUND,SBI246830,Memon-Oak,5812,Pune,Karnataka,IND,995611,+917876260235,TERM373887,90,0,1,,91,Insufficient funds,20251212,S,S,0,SBI00001,453232,453233,VISA8805737971,63.6,23.12,7.42,29.84,RRN0000004810,004810,BATCH53201,20251214,45.0,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.568016
SBI000000004912,AUTH0004912,453231******3432,453231,3432,2710,VISA,SAVINGS,20251208,231057,20251208,231057,-8211.0,356,,,000000,ATM WITHDRAWAL,SBI154124,Karan-Kaul,,Jaipur,Arunachal Pradesh,IND,545219,,TERM462652,05,2,0,A89034,61,Insufficient funds,20251208,Y,M,0,SBI00001,453232,453231,VISA1315048584,75.47,,18.07,16.27,RRN0000004912,004912,BATCH53720,20251210,16.0,LOW,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000004389,AUTH0004389,453232******3062,453232,3062,2811,VISA,SAVINGS,2025-12-12,231057,20251212,231057,661.92,356,,,010000,ONLINE PAYMENT,SBI646032,Cherian-Kohli,5912,Mumbai,Telangana,IND,496113,,TERM278078,05,2,0,A42045,00,Insufficient funds,20251212,P,N,0,SBI00001,453234,453232,VISA1048459994,,42.95,14.12,13.81,RRN0000004389,004389,BATCH34134,20251213,880.0,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.515452
SBI000000006477,AUTH0006477,453233******8342,453233,8342,2711,VISA,SAVINGS,20251226,231057,20251226,231057,4324.56,356,,,000000,ONLINE PAYMENT,SBI281455,Rout Inc,,Jaipur,Punjab,IND,500937,,TERM208566,81,1,1,A31417,05,Insufficient funds,20251226,Y,P,1,SBI00001,453233,453233,VISA4141483808,84.96,43.72,,25.51,RRN0000006477,006477,BATCH24357,20251228,915.0,LOW,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.753851
SBI000000004761,AUTH0004761,453231******8661,453231,8661,3011,VISA,CREDIT,20251223,231057,20251223,231057,9659.83,356,,,000000,ONLINE PAYMENT,SBI698457,Murthy LLC,5814,Ahmedabad,,IND,288484,,TERM216844,02,0,0,A38578,05,Do not honor,20251223,N,N,0,SBI00001,453233,453231,VISA9398369278,,,3.11,26.76,RRN0000004761,004761,BATCH43066,20251225,,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.559910
SBI000000006884,AUTH0006884,453232******2691,453232,2691,2601,VISA,CURRENT,2025-12-14,231057,20251214,231057,2471.46,356,,,200000,REFUND,SBI394452,Narain PLC,5921,Bangalore,Telangana,IND,727905,,TERM258806,90,0,1,A62071,91,Do not honor,20251214,N,U,0,SBI00001,453232,453232,VISA3736278146,,,17.59,13.36,RRN0000006884,006884,BATCH94642,20251216,788.0,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.800815
SBI000000004907,AUTH0004907,453234******4520,453234,4520,2806,VISA,CREDIT,20251206,231057,20251206,231057,1724.21,356,,,000000,ATM WITHDRAWAL,SBI453157,"Pillai, Bakshi and Chaudhuri",5311,Lucknow,Haryana,IND,833992,,TERM128077,90,0,1,A91938,51,Insufficient funds,20251206,U,U,1,SBI00001,453234,453234,VISA8733099244,47.56,14.13,,15.91,RRN0000004907,004907,BATCH79567,20251207,826.0,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000005099,AUTH0005099,453231******1428,453231,1428,2909,VISA,CURRENT,20260104,231057,20260104,231057,3395.96,356,,,200000,ONLINE PAYMENT,SBI217609,Setty Inc,5814,Bangalore,Nagaland,IND,,,TERM358022,90,2,1,A53311,61,Approved,20260104,Y,P,0,SBI00001,453233,453231,VISA6804997685,58.25,9.32,7.11,28.24,RRN0000005099,005099,BATCH41347,20260105,,HIGH,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.600872
SBI000000007195,AUTH0007195,453234******1203,453234,1203,2606,VISA,CURRENT,20251229,231057,20251229,231057,2905.12,356,,,010000,REFUND,SBI340217,Sarin-Andra,5812,Chennai,Telangana,IND,935982,9891128147,TERM619308,05,0,1,A14384,61,Insufficient funds,20251229,Y,P,0,SBI00001,453233,453234,VISA3361422822,,16.89,,11.97,RRN0000007195,007195,BATCH42179,20251231,,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.835674
SBI000000004886,AUTH0004886,453234******3543,453234,3543,2903,VISA,SAVINGS,15-12-2025,231057,20251215,231057,8146.79,356,,,000000,POS PURCHASE,SBI780355,Mukhopadhyay-Yohannan,5661,Hyderabad,Sikkim,IND,114899,,TERM690455,90,2,0,A20987,14,Insufficient funds,20251215,Y,S,1,SBI00001,453233,453234,VISA4897604157,37.3,12.33,,,RRN0000004886,004886,BATCH87056,20251216,10.0,MEDIUM,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000005115,AUTH0005115,453234******9650,453234,9650,3011,VISA,CURRENT,20260102,231057,20260102,231057,3356.31,356,,,010000,POS PURCHASE,SBI768541,Sodhi Ltd,5732,Pune,,IND,568251,2278392902,TERM287301,90,1,1,,14,Approved,20260102,Y,S,0,SBI00001,453231,453234,VISA6746340987,23.73,19.76,,,RRN0000005115,005115,BATCH64821,20260104,,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.602438
SBI000000006122,AUTH0006122,453234******4114,453234,4114,2902,VISA,CURRENT,20260102,231057,20260102,231057,4114.29,356,,,000000,ONLINE PAYMENT,SBI139933,Dhar-Deep,5732,Mumbai,Haryana,IND,192113,,TERM744489,90,1,0,A42264,14,Approved,20260102,Y,P,0,SBI00001,453234,453234,VISA9125121893,36.18,47.35,,28.41,RRN0000006122,006122,BATCH96538,20260104,671.0,LOW,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.717975
SBI000000006981,AUTH0006981,453232******7182,453232,7182,2701,VISA,CURRENT,20251230,231057,20251230,231057,1628.6,356,,,000000,POS PURCHASE,SBI114600,Lall-Joshi,5999,Chennai,Uttarakhand,IND,,,TERM378923,90,1,1,A38806,00,Approved,20251230,Y,U,0,SBI00001,453234,453232,VISA7449203871,27.73,34.56,15.56,9.45,RRN0000006981,006981,BATCH67077,20260101,74.0,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.811332
SBI000000006773,AUTH0006773,453233******6879,453233,6879,2710,VISA,SAVINGS,20251213,231057,20251213,231057,9689.88,356,,,000000,REFUND,SBI520284,Varty-Palla,5921,Chennai,Tripura,IND,501887,,TERM481953,81,1,1,A64492,91,Do not honor,20251213,N,S,0,SBI00001,453231,453233,VISA7990578099,38.95,48.12,,9.78,RRN0000006773,006773,BATCH51290,20251215,546.0,HIGH,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.788800
SBI000000005488,AUTH0005488,453233******6510,453233,6510,2806,VISA,CURRENT,20251215,231057,20251215,231057,919.87,356,,,010000,POS PURCHASE,SBI998685,"Dhawan, Sen and Chawla",5411,Ahmedabad,Uttar Pradesh,IND,576851,,TERM291593,90,0,1,A32533,00,Do not honor,20251215,U,P,1,SBI00001,453233,453233,VISA6189726474,,13.66,,27.59,RRN0000005488,005488,BATCH44887,20251216,,,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.641245
SBI000000004939,AUTH0004939,453232******9653,453232,9653,2608,VISA,CREDIT,2025-12-26,231057,20251226,231057,5164.41,356,,,010000,POS PURCHASE,SBI305826,Gole and Sons,5912,Jaipur,Uttar Pradesh,IND,167407,01131800214,TERM507427,90,2,1,A98008,14,Insufficient funds,20251226,N,N,0,SBI00001,453233,453232,VISA2472151471,21.6,36.11,,6.36,RRN0000004939,004939,BATCH82974,20251228,711.0,HIGH,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.579858
SBI000000005051,AUTH0005051,453233******0010,453233,0010,2808,VISA,SAVINGS,20251205,231057,20251205,231057,4249.89,356,,,000000,ATM WITHDRAWAL,SBI723903,"Acharya, Chawla and Sanghvi",,Hyderabad,Goa,IND,170831,+910437714948,TERM525350,81,1,0,A72484,05,Approved,20251205,N,S,0,SBI00001,453233,453233,VISA3547301008,41.12,30.82,12.09,10.7,RRN0000005051,005051,BATCH48057,20251207,460.0,LOW,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.595421
SBI000000005596,AUTH0005596,453232******4352,453232,4352,2905,VISA,CREDIT,20251213,231057,20251213,231057,5503.1,356,,,010000,REFUND,SBI407137,Seshadri-Raval,5541,Chennai,Mizoram,IND,855493,5434645829,TERM767858,90,2,0,A54637,51,Insufficient funds,20251213,U,P,0,SBI00001,453232,453232,VISA9351668205,94.78,18.62,,17.35,RRN0000005596,005596,BATCH71815,20251215,457.0,MEDIUM,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.657893
SBI000000004395,AUTH0004395,453231******4553,453231,4553,2908,VISA,SAVINGS,25-12-2025,231057,20251225,231057,-3562.75,356,,,200000,POS PURCHASE,SBI107250,Deol Group,5912,Kolkata,Meghalaya,IND,,+912604976979,TERM731738,02,2,1,A98725,05,Approved,20251225,N,P,0,SBI00001,453231,453231,VISA6645996428,62.6,9.47,15.37,,RRN0000004395,004395,BATCH79476,20251227,,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.516474
SBI000000004354,AUTH0004354,453234******1872,453234,1872,2703,VISA,CREDIT,20251227,231057,20251227,231057,8062.22,356,,,200000,ONLINE PAYMENT,SBI193691,"Bala, Purohit and Bajaj",5921,Bangalore,Himachal Pradesh,IND,793853,+919429921192,TERM836023,05,2,1,A47435,14,Do not honor,20251227,S,M,1,SBI00001,453232,453234,VISA2069747215,53.96,31.95,13.97,,RRN0000004354,004354,BATCH39580,20251228,275.0,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.510057
SBI000000006681,AUTH0006681,453233******6833,453233,6833,2909,VISA,CREDIT,20251221,231057,20251221,231057,7392.99,356,,,200000,POS PURCHASE,SBI233629,"Jani, Som and Hari",5311,Lucknow,Madhya Pradesh,IND,563043,+910152773748,TERM478791,81,1,1,A11844,14,Approved,20251221,N,N,0,SBI00001,453232,453233,VISA7277428247,85.83,,,,RRN0000006681,006681,BATCH78343,20251223,,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.778877
SBI000000005037,AUTH0005037,453231******5585,453231,5585,3012,VISA,CURRENT,20251228,231057,20251228,231057,1431.79,356,,,000000,ATM WITHDRAWAL,SBI957997,Das-Sarkar,,Chennai,Andhra Pradesh,IND,613120,,TERM723520,81,1,1,A79117,91,Do not honor,20251228,S,N,1,SBI00001,453233,453231,VISA6597315104,95.26,16.85,7.96,,RRN0000005037,005037,BATCH50149,20251230,254.0,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.592809
SBI000000006905,AUTH0006905,453233******3566,453233,3566,2608,VISA,CREDIT,04-01-2026,231057,20260104,231057,8632.34,356,,,200000,ONLINE PAYMENT,SBI829240,Ramanathan-Dara,5311,Jaipur,Meghalaya,IND,896602,03264172255,TERM908481,81,0,1,A14588,14,Do not honor,20260104,U,N,0,SBI00001,453232,453233,VISA1812233707,87.94,36.23,14.41,26.01,RRN0000006905,006905,BATCH24448,20260105,890.0,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.803456
SBI000000007273,AUTH0007273,453232******0567,453232,0567,2701,VISA,CURRENT,20251223,231057,20251223,231057,9911.92,356,,,000000,ONLINE PAYMENT,SBI431555,Chhabra-Pandya,,Jaipur,Haryana,IND,307959,+910430804531,TERM308702,90,2,0,A00259,00,Approved,20251223,P,U,1,SBI00001,453231,453232,VISA5355776748,36.81,12.52,,21.93,RRN0000007273,007273,BATCH26484,20251224,956.0,LOW,Y,06,SBI,SBI_BANK,2026-01-04T23:10:57.843532
SBI000000004781,AUTH0004781,453232******3723,453232,3723,2902,VISA,SAVINGS,2025-12-11,231057,20251211,231057,9103.17,356,,,200000,POS PURCHASE,SBI988333,"Sur, Kala and Rajagopal",5912,Chennai,Nagaland,IND,987330,,TERM570392,05,1,1,A07296,51,Approved,20251211,A,U,1,SBI00001,453231,453232,VISA3155768041,,11.78,,23.19,RRN0000004781,004781,BATCH71706,20251212,346.0,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.559910
SBI000000004026,AUTH0004026,453233******1633,453233,1633,2809,VISA,CURRENT,20251226,231057,20251226,231057,7400.66,356,,,010000,REFUND,SBI829660,"Gade, Sampath and Pandya",5311,Kolkata,Maharashtra,IND,579587,+912064646764,TERM611805,81,1,0,A78562,51,Insufficient funds,20251226,P,N,0,SBI00001,453231,453233,VISA4320559830,91.55,14.5,,,RRN0000004026,004026,BATCH89954,20251228,,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.472082
SBI000000005224,AUTH0005224,453234******8772,453234,8772,2810,VISA,SAVINGS,20251229,231057,20251229,231057,234.67,356,,,010000,POS PURCHASE,SBI137480,Chaudhary Inc,5999,Kolkata,Uttarakhand,IND,,,TERM549301,81,2,0,A75287,05,Do not honor,20251229,S,U,1,SBI00001,453234,453234,VISA2014661816,28.55,19.09,5.17,24.85,RRN0000005224,005224,BATCH10926,20251231,81.0,HIGH,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.613270
SBI000000005282,AUTH0005282,453234******2328,453234,2328,2801,VISA,CREDIT,20251217,231057,20251217,231057,2784.95,356,,,200000,REFUND,SBI367005,"Sankaran, Kalla and Bhatia",5942,Delhi,West Bengal,IND,,6585827654,TERM912031,90,0,1,A69915,91,Insufficient funds,20251217,N,U,0,SBI00001,453234,453234,VISA6164739353,99.67,,10.8,21.56,RRN0000005282,005282,BATCH65022,20251218,949.0,,U,,SBI,SBI_BANK,2026-01-04T23:10:57.620745
SBI000000006281,AUTH0006281,453231******6987,453231,6987,2612,VISA,SAVINGS,20251212,231057,20251212,231057,3301.58,356,,,200000,REFUND,SBI823644,"Vasa, Rajan and Gade",5651,Kolkata,Punjab,IND,349623,7832845381,TERM808006,05,1,0,A29166,05,Do not honor,20251212,Y,N,0,SBI00001,453231,453231,VISA4887087187,64.93,42.2,9.79,6.7,RRN0000006281,006281,BATCH53532,20251213,555.0,HIGH,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.734949
SBI000000005462,AUTH0005462,453232******5873,453232,5873,2805,VISA,CREDIT,20251213,231057,20251213,231057,952.64,356,,,010000,POS PURCHASE,SBI502698,Chaudhry and Sons,5691,Mumbai,Rajasthan,IND,,,TERM857952,81,0,0,A77905,14,Do not honor,20251213,U,M,1,SBI00001,453234,453232,VISA3431654679,,13.65,17.79,6.78,RRN0000005462,005462,BATCH98065,20251215,,MEDIUM,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.641245
SBI000000007338,AUTH0007338,453234******7047,453234,7047,3012,VISA,SAVINGS,20251221,231057,20251221,231057,4693.93,356,,,200000,ONLINE PAYMENT,SBI693959,Johal Ltd,5661,Mumbai,Sikkim,IND,,,TERM156758,81,1,1,,00,Approved,20251221,P,S,0,SBI00001,453233,453234,VISA6543438609,49.28,23.41,4.27,16.63,RRN0000007338,007338,BATCH94379,20251223,811.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.850190
SBI000000005444,AUTH0005444,453234******2000,453234,2000,2602,VISA,CURRENT,20251212,231057,20251212,231057,8130.61,356,,,000000,REFUND,SBI916421,"Behl, Chaudhari and Bhatti",5651,Delhi,Manipur,IND,989103,,TERM191097,81,2,0,A52820,51,Do not honor,20251212,Y,U,0,SBI00001,453234,453234,VISA4575607490,45.02,33.45,,10.65,RRN0000005444,005444,BATCH35697,20251213,982.0,,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.640067
SBI000000004086,AUTH0004086,453233******8520,453233,8520,3005,VISA,CURRENT,20260103,231057,20260103,231057,7326.33,356,,,000000,ONLINE PAYMENT,SBI669757,"Saran, Ratta and Purohit",,Hyderabad,Telangana,IND,749866,,TERM298669,05,0,1,A08187,91,Do not honor,20260103,N,N,1,SBI00001,453233,453233,VISA5255459903,81.95,43.32,3.12,20.93,RRN0000004086,004086,BATCH48625,20260105,286.0,HIGH,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.479142
SBI000000007039,AUTH0007039,453234******5493,453234,5493,3006,VISA,CREDIT,20251211,231057,20251211,231057,3930.4,356,,,200000,ATM WITHDRAWAL,SBI763193,"Ahuja, Lad and Agrawal",5541,Chennai,Mizoram,IND,450715,,TERM485402,90,2,0,A12727,14,Do not honor,20251211,P,M,0,SBI00001,453232,453234,VISA9304415317,,24.58,,11.88,RRN0000007039,007039,BATCH50604,20251213,442.0,,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.818636
SBI000000006340,AUTH0006340,453234******8245,453234,8245,2701,VISA,SAVINGS,20251230,231057,20251230,231057,2669.58,356,,,200000,ONLINE PAYMENT,SBI466492,Prakash LLC,5921,Hyderabad,,IND,261085,,TERM991977,05,1,0,A52489,51,Approved,20251230,S,N,1,SBI00001,453233,453234,VISA7990414265,40.7,34.5,13.82,9.63,RRN0000006340,006340,BATCH71363,20260101,,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000004811,AUTH0004811,453231******6376,453231,6376,2807,VISA,SAVINGS,20251218,231057,20251218,231057,9552.4,356,,,200000,ONLINE PAYMENT,SBI161135,Mane-Bains,5814,Delhi,Sikkim,IND,189599,3099986891,TERM263453,05,0,0,A95078,00,Insufficient funds,20251218,U,P,1,SBI00001,453231,453231,VISA3311265491,72.79,18.63,16.54,7.13,RRN0000004811,004811,BATCH34860,20251219,969.0,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.568016
SBI000000005985,AUTH0005985,453231******0165,453231,0165,2706,VISA,CURRENT,2026-01-02,231057,20260102,231057,506.09,356,,,010000,ONLINE PAYMENT,SBI798739,Din-Kumer,5942,Kolkata,,IND,951677,,TERM527502,05,1,0,A44971,91,Do not honor,20260102,U,N,0,SBI00001,453234,453231,VISA7493253556,58.15,27.04,17.82,17.06,RRN0000005985,005985,BATCH36506,20260103,,LOW,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.702592
SBI000000004261,AUTH0004261,453233******4143,453233,4143,3011,VISA,CURRENT,20251221,231057,20251221,231057,902.89,356,,,010000,POS PURCHASE,SBI518023,Raj PLC,5812,Chennai,Chhattisgarh,IND,440418,,TERM481493,05,0,0,,05,Approved,20251221,A,P,0,SBI00001,453233,453233,VISA1217272839,85.74,17.73,17.61,14.22,RRN0000004261,004261,BATCH78238,20251222,,LOW,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.501817
SBI000000006099,AUTH0006099,453234******6532,453234,6532,2806,VISA,SAVINGS,20251227,231057,20251227,231057,7403.34,356,,,200000,REFUND,SBI797375,Chacko Group,5411,Chennai,Haryana,IND,855804,,TERM714830,81,1,1,A82260,05,Insufficient funds,20251227,A,P,0,SBI00001,453232,453234,VISA8863917175,36.1,13.36,17.62,27.43,RRN0000006099,006099,BATCH35458,20251229,84.0,LOW,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.714363
SBI000000004894,AUTH0004894,453231******4658,453231,4658,2708,VISA,CREDIT,2025-12-17,231057,20251217,231057,5392.72,356,,,200000,REFUND,SBI551411,"Badami, Nazareth and Vyas",5912,Pune,Tripura,IND,,3596792625,TERM810095,90,1,1,A52576,91,Insufficient funds,20251217,U,P,1,SBI00001,453232,453231,VISA8770854328,,17.49,,25.91,RRN0000004894,004894,BATCH85851,20251219,586.0,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.574164
